Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
2903,0,277,1159,2
2832,0,859,216,5
2494,0,1208,1237,3
3248,0,6056,2701,2
3014,0,5465,5224,1
2916,0,4218,6292,2
2497,0,871,4773,2
3262,1,3750,2233,1
2973,0,5516,2257,1
2687,0,1976,331,3
2996,0,2624,1347,1
2949,0,1008,558,2
3312,0,3254,516,1
3152,0,4468,983,1
3170,0,4224,3403,1
3251,0,1677,591,7
3135,1,2833,1653,2
2349,0,60,108,6
3056,0,1489,470,2
2985,0,1922,600,2
2807,0,2684,1978,3
3257,0,3151,4597,1
3315,0,2374,3860,7
2420,0,997,914,3
3207,0,120,1302,1
3176,0,3254,2532,1
2596,0,797,5478,2
2970,1,1621,2699,2
3236,0,2230,2503,1
3226,0,5957,1104,1
3320,0,3528,1465,1
2959,0,3059,911,2
2895,0,474,1782,2
2508,0,999,1697,6
3256,1,598,940,2
2383,0,592,1343,3
2948,0,4179,1383,2
3123,1,376,726,2
3114,1,2580,698,2
3142,1,2160,977,2
2402,0,1608,404,3
2742,0,612,721,2
3189,0,1500,918,1
3392,0,2367,379,7
2609,0,787,5850,2
2956,0,1913,1822,2
3265,0,1120,1994,2
2893,0,277,979,5
2964,0,2947,1543,2
2730,0,1531,1350,2
2652,0,1470,218,2
2828,0,2713,2722,2
2111,0,162,646,3
2680,0,1140,899,2
2696,0,2353,2053,2
3317,0,4463,3958,7
2977,0,1205,806,2
3374,0,1465,1036,1
3224,0,1269,1797,1
3066,0,1588,1317,1
2763,0,2474,5859,2
3073,0,1595,3532,1
2735,0,2505,2175,2
3065,0,1416,1451,2
3171,1,1057,799,1
3189,0,5247,2542,2
2722,0,2433,4533,2
3021,0,5660,3186,2
3278,0,509,1316,1
3371,0,3308,1724,1
2664,0,1624,1360,1
2654,0,1920,1075,2
3397,0,1188,4162,1
3180,0,4519,2230,2
2877,0,5055,4271,2
2980,0,3774,926,2
2782,0,2321,760,2
3299,0,4052,1071,7
3106,0,1165,1040,2
2999,1,987,1478,2
3075,0,1679,2229,1
2899,0,2346,1433,2
2523,0,1530,972,6
2899,0,1671,2742,2
2782,0,1786,2844,2
2958,0,3618,2821,2
3020,0,2596,1518,2
2985,0,5275,1809,1
3036,0,4659,904,1
3332,0,1040,607,1
2525,0,510,404,2
3362,1,2402,1101,1
3055,0,631,1689,1
3077,0,1950,3034,1
3139,0,1245,997,1
2783,0,1565,2508,2
2970,0,3608,1060,2
2682,0,1421,1385,6
2640,0,1776,4782,2
2542,0,899,541,2
2635,0,1312,297,2
2883,0,616,525,2
2743,0,1635,2589,5
2964,1,2136,2177,1
2747,1,2822,1312,5
3018,1,2585,816,1
3447,0,3198,2448,7
2856,0,3056,2707,2
3013,1,1158,649,2
3128,1,1919,2647,1
3195,0,1613,1998,2
2870,0,895,1195,2
3342,0,750,495,1
2798,0,3378,6033,1
2850,0,684,509,1
2880,0,3395,4857,2
2697,0,1716,5881,2
3257,0,3984,1784,1
3109,0,878,1020,1
2936,0,2234,1948,2
3087,0,1731,2250,1
2425,0,630,365,3
3136,0,1159,1376,1
2963,0,5190,2793,2
2688,0,955,2324,2
3031,0,5417,5572,2
2917,1,792,360,2
2931,0,618,1652,2
3142,0,1191,1677,1
2891,0,797,1616,5
3106,0,3597,4147,1
3264,0,3648,1731,7
3178,0,3210,630,1
3205,0,3064,4897,1
3102,0,1107,2032,1
3004,0,4663,977,2
3018,0,5456,5090,1
3306,0,524,1091,2
2801,0,2200,2769,2
2702,1,2230,2003,6
3149,0,5416,342,1
3166,0,3108,2110,2
3006,0,1973,1243,2
2921,0,1790,2771,2
2536,0,914,5121,2
2596,0,1130,698,2
2774,0,2353,2632,2
2958,0,2934,2448,2
2936,0,5454,4960,2
3013,0,1288,2423,2
2526,0,1321,1022,3
3394,1,1167,2874,1
2946,0,1879,2656,2
2924,0,4494,4128,2
2542,0,0,573,2
3357,0,1471,726,7
2825,0,2536,3649,2
2536,0,769,930,2
2672,0,2672,1080,3
3080,0,4573,1230,1
3240,0,1979,540,1
2948,0,1450,1959,2
2972,0,5726,3769,2
2931,0,2448,618,1
2659,0,1470,752,2
2663,0,2347,1519,2
3181,0,1689,2345,1
2965,0,495,1485,2
3025,0,2249,3048,2
3097,0,1273,2827,1
2158,0,1288,1159,4
2861,0,2738,2041,2
2828,0,912,2398,2
3092,0,4052,1273,1
2592,0,722,960,2
2744,0,1460,2312,2
3004,1,1410,1243,2
2932,0,5856,5798,2
2608,0,272,1300,2
2504,0,576,1380,3
2793,0,2888,1805,2
2700,0,2405,576,1
2989,1,1392,1867,2
3155,0,2490,3166,1
3128,0,2236,2125,1
2795,0,2053,492,2
3323,0,1599,5030,1
3433,0,1337,3891,1
3081,1,2919,924,1
3074,0,3108,2151,2
1967,0,124,451,3
2775,0,1681,2348,2
2760,0,1527,485,2
2740,0,1828,1470,2
2861,0,150,1144,2
2746,0,1080,2263,2
3098,0,918,1664,1
2575,0,836,1224,6
2713,0,2100,1332,2
3143,0,742,1124,1
2959,0,4906,6408,2
3112,0,319,1620,2
2906,0,4760,1635,2
3050,1,765,888,1
2804,0,1233,2881,1
3283,0,900,1620,1
3103,0,1864,2122,1
3170,0,1926,872,1
3018,1,3018,806,1
2808,0,3505,6149,2
2993,0,4448,212,1
2909,0,4649,4964,2
3137,1,108,2468,1
3002,1,993,1718,1
2816,0,1168,3050,2
2988,0,2520,2352,2
3173,0,3314,1698,2
3061,0,1959,1679,2
3064,1,2506,1800,2
3155,1,2188,644,2
3081,0,1020,2096,1
3021,0,4956,3013,1
2975,0,4668,6212,2
3123,0,2676,3155,1
3260,1,4422,661,1
2975,0,2368,2081,1
3274,0,531,4487,2
3182,1,1015,417,1
3061,0,3598,1677,2
3308,0,3237,600,1
2877,0,3881,5766,1
2828,0,959,1913,2
2590,0,706,582,2
3190,0,2016,1008,2
2925,0,5026,1719,5
3259,0,825,1498,2
2559,0,391,1082,3
3241,0,6271,930,1
2896,0,3188,4444,2
2752,0,2353,6620,2
2826,0,750,1426,1
2333,0,947,957,3
2781,0,2139,1613,2
3034,0,5007,3645,2
2365,0,285,577,6
2843,0,2704,2117,2
3016,0,3065,1583,1
3248,0,4203,1987,1
2422,0,957,1451,6
3162,0,1570,2520,1
2901,0,2234,700,2
3131,0,1158,1012,1
2846,0,2845,30,2
3003,1,1741,1333,2
2751,0,2954,2791,1
2921,0,1681,2301,2
3163,0,2868,964,1
2949,1,1976,2005,2
3109,0,5070,2294,1
3305,0,3532,2281,1
3229,0,1328,2610,1
2841,0,1209,3171,2
2409,0,1528,433,3
2766,0,1571,1361,1
3328,1,859,2609,2
2819,0,1739,1410,2
2942,0,5495,4009,2
2919,0,4195,3936,2
2906,0,1718,2059,2
3287,0,2376,558,7
3131,0,108,4718,2
2965,0,4288,324,1
3238,0,5641,1589,1
3023,0,2472,934,1
2621,0,1291,2718,2
3063,0,4625,3008,1
3193,0,5086,1777,1
3311,0,3825,2469,7
2715,0,124,1033,5
2929,0,1136,201,2
3107,0,765,1530,1
3089,0,900,977,1
2543,0,524,1106,3
2723,0,1061,1723,1
2970,0,4678,3177,1
2723,0,2455,5072,2
3365,0,2831,1640,7
3064,0,1421,1284,1
3366,1,1026,4244,1
3203,0,886,1181,2
2968,0,2850,2349,2
3126,0,3186,1410,1
2913,0,4248,3887,2
2653,0,531,190,3
3012,0,3396,2047,1
3287,0,5064,1283,2
2888,0,616,779,1
2793,0,3530,1692,2
3043,0,1177,1365,2
2991,0,2838,1633,1
2295,0,864,874,3
3050,0,2313,3804,1
2970,1,1154,2438,2
2747,0,2682,5213,2
3035,1,212,1146,2
2856,0,3229,3137,2
3193,1,319,2676,1
2837,0,2250,361,2
2971,0,390,1390,1
2832,0,3375,5608,2
3151,0,1691,2644,1
2617,0,1092,1032,2
3176,0,750,1802,2
3012,0,1019,2780,2
2829,0,3198,1950,2
2823,0,228,1905,2
2673,0,1464,5634,2
2342,0,313,1132,6
3048,1,2531,1165,2
2922,0,4466,4565,1
2931,0,2594,1723,2
2916,1,1932,1243,2
2720,0,2160,4230,2
2707,0,1442,2295,2
3064,0,816,812,2
3397,0,1310,2914,1
2650,0,1183,1630,2
2926,0,854,2317,2
3067,0,3078,5903,1
3050,0,4692,2964,1
2891,0,3609,1851,2
2997,0,5322,940,2
3053,0,309,1077,1
2935,0,1350,1770,2
3034,0,1146,1857,1
2728,0,1226,1940,1
2796,0,1549,2195,2
3061,0,450,1738,2
2342,0,534,600,3
2602,0,1295,849,2
2998,0,5643,2192,1
3117,0,1188,1521,1
2639,0,1650,4353,2
2823,0,738,1798,1
2943,0,1383,2389,1
3188,0,1500,2730,1
2359,0,1054,794,6
2939,0,4632,1710,2
3283,0,4264,1933,1
2840,0,4234,5071,2
3273,1,3635,1601,1
2827,0,1868,2797,2
3265,0,6223,242,1
2720,0,180,853,5
3140,0,3310,2630,1
3223,0,2987,2778,7
3094,0,1019,1610,2
3091,0,1962,2151,1
3041,0,3476,2781,1
2629,0,979,5660,2
2706,0,2084,2605,2
3189,0,1253,2679,1
3143,0,2377,2557,1
3283,0,2509,2684,1
2410,0,811,1233,3
3320,0,1921,2841,1
2959,1,1104,2178,2
3444,1,2736,1510,1
2624,0,872,1158,2
2945,0,4902,1983,2
3085,0,1736,3666,1
3041,0,5501,924,2
2695,0,842,853,2
3362,0,2200,1514,1
2854,0,721,2778,2
3105,0,5381,1423,1
3219,0,4345,3036,1
3143,0,3636,1931,1
2898,0,2151,2457,2
3194,0,1087,1995,1
2951,0,2814,362,1
3344,0,1106,2678,1
3045,0,2345,3823,1
3407,0,2735,1464,7
3368,1,1080,2263,1
3001,0,4042,2289,2
2735,0,1543,3127,2
3153,0,2041,3368,1
3224,0,1812,853,1
3087,0,2285,3560,1
3155,0,170,4552,2
2994,0,1621,1747,2
3248,0,408,845,1
3303,0,1671,1879,1
3303,0,1848,2737,2
3368,1,2457,875,1
3071,1,1425,485,2
2924,0,3437,4703,2
3330,0,2495,426,7
2939,0,5489,2016,2
3240,0,3767,4070,1
2902,0,4105,3625,2
3239,0,1651,1318,2
2679,0,2010,883,2
2906,0,612,1978,1
3134,0,3167,2380,1
2741,0,2543,2190,2
2624,0,2863,2711,1
3317,0,2876,726,1
3194,0,1397,90,1
2900,1,1256,1243,2
2438,0,450,1302,2
3228,0,4004,2397,1
2945,0,5327,3732,2
2834,0,2414,2375,2
3003,0,5409,2226,1
2296,0,1273,836,6
3008,0,5595,4971,2
2989,0,2630,192,1
3035,0,1560,960,1
2697,0,1723,295,1
2978,0,5299,1655,2
2422,0,564,604,2
3114,0,1289,218,1
3191,0,700,1583,1
2697,0,1442,2375,2
2572,0,1366,1477,5
3303,0,2041,1410,7
3249,0,1500,721,1
2844,0,3978,841,2
3160,0,417,5005,2
2556,0,2108,1930,3
2827,0,5432,4621,1
3120,0,3449,1406,1
3400,0,3664,1209,1
2431,0,842,1200,3
3070,0,3009,1015,1
3183,0,5297,2595,2
3187,0,4161,3740,1
2718,0,1040,1456,2
2987,0,1167,443,2
2877,1,3166,1082,2
3149,1,1374,2609,1
2712,0,1380,3726,2
2835,0,3072,4564,2
3325,0,2435,4126,1
3074,0,1006,882,1
2958,0,2081,900,1
2848,0,3509,1838,2
3212,0,2029,1944,1
3091,0,1252,2621,1
2574,0,1465,1513,2
3004,0,5197,5014,1
3285,0,3717,2105,2
3401,0,3654,1239,1
2748,0,2694,5278,2
2609,0,859,2106,2
2834,0,2742,4135,2
2860,0,4321,547,1
3179,0,815,1423,1
3137,0,3442,1347,1
3082,0,1765,2792,2
3018,0,2075,1745,2
3228,0,2594,2680,1
2674,0,1490,1376,5
3096,0,1638,3141,1
3041,0,3019,595,1
2059,0,379,636,6
3126,0,700,2105,1
3238,0,1482,1728,1
3078,0,3239,1062,2
2777,0,1237,1101,2
2323,0,1689,216,3
3001,0,4837,5115,2
2944,0,1528,2630,2
2831,0,1248,2486,2
2713,0,1907,2732,2
3296,1,2072,805,1
3180,0,5082,2372,1
2939,0,5279,3059,1
2857,0,2763,2359,2
2985,0,5664,4526,2
3039,0,2520,1084,2
2088,0,433,484,3
3252,0,4013,3365,7
3272,1,537,2312,2
2737,0,1784,1784,2
3093,0,3329,1390,1
3357,1,741,1866,7
2640,0,1110,1224,2
3021,0,6437,2991,2
2752,0,402,2372,5
2979,0,990,2250,2
2840,0,1377,979,5
3418,0,1087,677,1
3145,0,1495,3455,1
3225,0,983,2402,2
2914,0,1064,2242,2
2941,0,713,1695,2
3004,0,5872,3852,2
2757,0,1639,2151,2
2985,0,1543,2052,2
2797,0,1935,2871,2
2888,0,2340,604,5
3491,0,2642,1788,1
2451,0,646,834,6
2974,0,2842,2177,2
3291,1,4681,886,1
3096,0,5021,977,2
2992,0,2565,1559,1
2945,0,2952,1698,2
3248,0,4682,875,2
3178,0,3241,1312,2
2273,0,658,698,3
3112,1,313,745,2
3279,0,5419,1584,1
3095,0,914,1648,1
2992,0,270,430,2
3083,0,2843,6176,1
2536,0,323,2844,2
2918,0,3476,2984,2
2819,0,4524,4922,2
2740,0,1168,1852,2
2897,0,3144,1495,2
3054,0,3209,5772,2
3074,0,3520,700,1
2767,0,2249,524,2
2636,0,450,306,3
3186,0,1940,2467,1
3103,0,4116,2965,2
3120,0,190,5016,2
2871,0,2898,3789,2
2804,0,3254,2586,2
3444,0,2155,2728,1
3213,0,5180,421,1
2978,0,454,892,2
2553,0,1463,1266,3
3024,0,2516,1195,2
3222,0,3256,4131,1
3256,1,277,841,2
2985,0,5228,1283,2
3063,1,2950,1415,2
2319,0,1557,983,3
2932,0,5021,2175,2
3054,0,2754,1326,2
3181,0,576,1061,1
2861,1,1332,1350,2
2598,0,553,1456,2
2502,0,930,4905,2
2021,0,108,726,3
3043,0,1115,1504,2
3314,1,3343,2746,1
2427,0,745,953,3
2505,0,832,834,3
2980,0,2220,1972,2
2803,0,1276,830,5
3206,0,391,1230,1
3291,0,1855,1598,7
3171,0,1956,1972,1
2754,0,443,2616,2
3185,0,1514,2556,1
2947,0,900,1348,1
3219,0,1974,1872,1
2747,0,1170,488,6
3017,0,2168,1136,1
2697,0,2791,2081,5
2769,0,3174,1503,2
3286,1,2164,3752,1
2836,0,2058,2836,2
3165,0,4054,3063,1
2705,0,1542,1302,2
2644,0,1340,2563,2
2971,0,2619,1956,2
2988,0,5099,5528,2
2975,0,2458,1959,1
3110,0,779,1521,2
2430,0,566,1237,6
2942,0,1928,900,2
2916,0,872,2078,2
2929,0,1100,2365,2
3002,0,3093,1902,2
3125,0,1106,1831,1
3216,0,2418,3878,1
2912,0,2569,2065,2
2285,0,1121,1245,6
2891,0,150,1020,2
3214,0,3961,2126,1
2788,0,1830,1233,2
3050,0,4317,2413,2
2912,0,3890,4078,2
2740,0,1756,2568,2
2891,0,4708,210,2
2975,0,4970,6018,2
3131,0,1191,1915,1
2686,0,2036,2561,6
3274,0,1765,725,1
2974,0,2589,1816,1
2956,0,1572,997,2
2857,0,1905,1699,2
2888,1,1530,1572,2
3355,0,3757,3488,7
2896,0,3670,3273,2
2236,0,782,703,3
3379,0,3767,2174,7
2971,0,738,1917,2
3147,0,1984,722,1
3000,0,3259,890,1
2716,0,1221,1873,1
2475,0,607,1329,6
3119,0,3944,3078,1
3216,0,323,900,2
2474,0,780,218,3
2667,0,1253,1442,2
3247,0,4693,2673,1
3139,0,2165,1999,2
3281,0,3880,1065,2
3217,0,1862,2017,2
3383,0,2751,525,7
2926,0,4458,1902,2
3194,0,2971,1224,2
3100,0,3522,1639,2
3016,0,1224,1134,2
2960,0,1170,2325,1
3300,0,2914,3302,2
3031,0,5791,2190,2
3227,0,1557,698,1
3424,0,1301,1798,7
3119,0,4143,3037,1
3126,0,1355,3074,2
2516,0,420,1560,3
2652,0,1374,1566,2
2496,0,883,1252,6
2420,0,713,1302,3
2778,0,1951,1253,2
2900,0,4375,5378,1
3327,0,4512,4067,7
3185,0,2486,1020,1
2833,0,1832,2766,2
2614,0,854,1782,2
2988,0,1651,2414,2
3060,0,5716,3703,1
2406,0,516,499,3
3242,0,4101,1767,1
3240,0,1681,886,1
3272,0,1699,2613,1
2784,0,1475,1507,2
3168,0,3008,4830,1
3210,0,3461,1733,1
3338,0,5136,3210,7
2518,0,564,247,2
3076,0,1931,3778,1
2695,0,1766,1324,2
2906,0,782,1986,2
2832,0,2039,2739,1
2938,0,4332,1627,2
3119,0,1379,1304,1
3061,0,4083,2259,2
3221,0,1328,1664,1
2846,0,1231,2812,2
2897,0,4147,560,2
3148,0,1707,2474,1
3528,0,2539,3783,7
3046,0,1253,787,2
3126,1,2193,819,2
2031,0,201,503,3
2655,0,1347,937,2
3287,0,3776,2047,1
3014,0,1618,1822,2
2881,0,1758,1126,1
2926,0,5630,3102,2
3206,0,674,2353,2
2879,0,5455,700,2
3024,0,6131,3425,2
2874,0,4050,1482,2
3159,0,3415,2627,1
2725,0,2520,4507,2
2804,0,1362,1736,1
2430,0,450,964,2
2844,0,3017,3009,2
2942,0,3034,1598,2
2831,0,3046,242,2
2893,0,331,1132,2
3018,0,2763,6583,1
3174,0,3461,1216,1
2640,0,960,2338,2
2493,0,778,876,2
2661,0,1302,420,2
2989,1,1019,1521,1
2873,1,1328,2486,2
3220,1,480,1544,2
2778,0,4214,5258,2
2936,0,5275,3267,1
3268,0,1597,937,1
3171,0,2240,1622,1
2896,0,2935,1968,1
2200,0,641,488,3
3018,0,5032,3457,2
3280,0,4946,618,2
2912,0,1777,2040,2
3084,0,742,1195,2
2489,0,799,1343,3
3196,0,457,2336,2
2830,0,3169,2700,2
3313,0,3989,2678,1
2699,0,1310,3182,2
2836,0,870,1535,2
2762,0,1266,2026,2
3299,0,1635,3022,1
2757,0,408,2658,2
3112,0,931,1981,2
2857,0,1271,1031,2
2898,0,277,1397,2
2406,0,902,663,6
2909,0,5550,4396,2
3004,0,4041,2244,2
3094,0,808,1830,2
2949,0,4696,2911,2
3201,0,949,2103,1
3209,0,1897,1939,1
2553,0,859,1140,2
3134,0,2589,2514,1
3274,0,636,566,2
3400,0,1245,1952,1
3269,0,1822,834,1
2999,0,1630,3566,1
3106,0,725,955,2
2913,0,2561,514,1
2637,0,577,1518,3
2530,0,466,3287,2
2814,0,1834,2497,2
2719,0,470,1539,2
2948,0,4710,2721,2
2432,0,960,1350,3
3294,0,2334,42,1
3155,0,808,1850,1
3191,0,768,1672,1
2721,0,2707,2228,5
2898,0,3432,1406,2
3014,0,2197,655,1
2154,0,1291,1084,3
2901,1,1666,2227,2
2495,0,1209,551,3
3299,0,2143,2106,2
3190,0,2674,794,1
3091,1,2496,2352,2
3114,0,5039,1448,1
3262,0,3200,3230,2
2901,0,2192,666,2
2972,0,4068,1179,1
2621,0,1154,1343,2
2851,0,1110,1503,2
3236,0,618,1323,2
3078,0,2230,212,1
3165,0,2844,3596,1
2645,0,2644,2518,2
3426,0,3072,972,7
2724,0,1959,938,2
3169,0,1833,2021,1
3319,1,371,470,1
2962,0,3588,6145,2
3172,0,850,2207,1
3123,0,960,1804,1
3054,0,1167,3100,1
2265,0,858,992,6
2993,0,3862,808,1
2984,0,1855,875,2
3174,0,3279,2341,1
3130,0,5690,2607,2
2570,0,1245,1302,3
3361,0,1832,3046,1
3160,0,1500,1749,2
3197,1,4277,484,1
2584,0,1604,1535,3
2958,1,1216,283,2
2835,0,1959,1698,2
3136,0,3522,2947,2
3119,0,2858,5836,1
2724,0,2402,2282,5
3011,1,1897,2854,2
2334,0,1492,175,3
2957,0,1121,2207,2
3067,0,2868,1022,1
2955,0,5388,2387,1
2952,1,1679,569,1
3321,0,3437,1527,1
3280,0,2860,1793,7
2887,0,1218,2225,2
3132,0,3308,4660,1
3335,1,860,1179,7
2976,1,871,2103,1
2664,0,454,811,2
2545,0,2638,2489,2
2968,0,1300,1624,2
2765,0,2555,4277,2
2951,0,2586,735,1
3565,0,2640,1533,1
3099,0,551,1560,2
3357,0,1530,1087,1
2521,0,1222,1651,6
3051,0,2352,1645,2
3181,1,2804,127,1
3361,0,1936,2295,2
3032,1,1189,2460,2
3374,1,1541,2068,1
2959,0,5524,2151,1
3030,1,2818,1714,1
2815,0,2789,1931,2
2823,0,990,2063,2
2834,0,1215,2490,2
3015,0,1530,1087,1
2660,0,1048,947,3
3068,0,1850,3624,1
3365,0,1061,849,1
2747,0,1087,591,2
3273,0,6214,666,1
2797,0,1939,1765,2
3061,1,2213,1536,2
3164,0,1159,949,2
3078,0,2026,1761,1
2895,0,787,648,2
2765,0,2040,2938,2
2287,0,859,351,3
2980,0,4688,1682,2
2881,0,2888,2355,2
3271,0,2345,1865,1
2929,0,4113,4860,2
3198,0,1310,1273,7
2840,0,150,361,1
3137,0,1641,2642,1
2796,0,698,2016,5
3132,0,5343,2017,1
2337,0,1348,888,3
2987,0,1084,2852,1
3384,0,1869,1050,7
2921,0,711,1826,2
3047,0,5658,5458,2
3194,0,2227,3415,1
3329,0,3019,1781,7
3178,0,5254,2665,2
3227,0,2326,3284,1
3337,1,859,1245,7
2783,0,1718,1188,2
2392,0,600,900,3
2794,0,1299,1591,2
3021,0,3466,1123,2
3013,0,1008,924,2
3179,1,277,2581,1
3096,1,811,1610,2
2730,0,1155,1964,1
3255,0,3174,2132,7
2572,0,474,939,2
2135,0,395,467,6
3257,0,2925,3295,1
3240,0,3169,3221,2
2645,0,518,1003,2
2896,0,5114,4744,1
2808,0,1031,335,2
3267,0,5198,242,1
3077,0,799,1746,1
3337,1,2903,618,1
3120,1,1973,2497,2
2829,0,1651,1528,2
2870,0,1630,2779,2
3000,0,3937,1434,2
2731,0,234,1342,2
3024,1,2817,1509,2
2945,0,5735,3573,2
3084,0,2288,1980,1
3126,0,1250,2402,1
3232,0,1366,2110,1
2939,0,3841,5689,2
2575,0,1464,2423,3
3175,0,1129,1907,1
3385,0,2090,722,7
2876,0,953,573,2
2797,0,1952,2906,2
3168,1,618,990,2
3263,0,2352,2895,1
2305,0,1224,932,3
3070,0,828,1850,1
2871,0,2398,2226,2
2862,0,2713,256,1
2791,1,2793,1624,2
3283,0,1380,2382,2
2771,0,1374,2148,2
2570,0,1521,1666,5
3376,0,4405,4266,7
3129,0,3000,5415,1
2978,1,1995,679,1
3066,0,1518,759,2
2970,0,2951,1660,2
2845,0,1831,1422,2
2799,0,2950,4726,2
2135,0,433,457,3
2048,0,242,636,3
2470,0,295,1867,3
3268,0,4207,2324,1
3083,0,2406,1087,1
3341,1,1463,1842,1
3039,0,5927,1798,2
2974,0,4671,1827,1
3328,0,3505,1965,7
2741,0,2270,1470,2
2460,0,684,430,3
2607,0,170,1071,2
2965,0,1230,420,1
2973,0,2704,743,2
2952,0,3576,6480,1
3184,1,1557,603,1
2887,0,778,618,2
3327,0,1812,2563,1
3154,0,5773,977,1
2600,0,641,997,2
2936,0,3836,5380,2
2238,0,745,953,3
3031,0,4412,2894,2
2987,0,1033,1811,2
3257,0,2103,661,1
3124,0,242,5315,1
3181,0,1556,2135,1
3034,0,793,2043,1
2907,0,3902,3419,2
3185,0,3211,5006,1
3043,0,2553,850,1
3214,0,591,2493,1
3260,0,1804,1355,1
3185,0,1034,2480,1
2866,0,1366,1698,1
3260,0,1648,2497,1
3383,0,2408,1036,7
3259,1,2900,1187,1
2743,0,2737,2132,2
3204,0,1546,1033,1
3377,1,1530,2411,7
2795,0,2372,2278,2
2036,0,644,661,3
3294,0,2549,1423,1
3210,0,1203,1782,1
2763,0,417,390,5
2874,1,1572,2741,1
2466,0,324,895,3
3038,1,1865,2497,2
3047,0,5622,4870,1
2742,0,1652,1092,2
3179,0,2070,2997,1
2776,0,2737,2002,2
2947,0,1822,2440,2
3044,0,2553,6228,1
3414,0,2605,1310,1
3058,1,1548,0,2
2593,0,2918,2599,2
2965,0,3168,1082,1
2730,0,3386,1806,2
3090,0,1698,2234,2
2922,0,1584,1237,2
3230,0,636,437,1
3161,0,659,2040,1
2882,0,684,685,2
2904,1,1888,638,2
2342,0,1177,446,6
2998,0,4743,3589,1
3292,0,1758,2708,7
2863,0,2097,1566,1
3429,0,3706,3126,7
3257,0,469,4219,2
3292,0,914,2642,2
2741,0,1209,1036,2
2702,0,569,1668,2
2677,0,693,1878,2
2537,0,162,1489,2
3121,0,3404,725,2
2919,0,3931,4291,2
3073,0,4925,914,1
2649,0,641,2554,2
2817,0,2597,1987,2
2878,0,955,1950,2
2978,0,3606,2032,2
3131,0,3649,828,2
3184,1,3085,2694,1
2836,0,1651,966,2
3008,0,5323,1921,2
2701,0,2530,4797,2
2753,0,1731,1678,1
3012,0,4370,875,1
3111,1,2821,1290,2
2681,0,1027,1935,2
3382,0,2591,2060,7
3355,0,2925,1674,7
2344,0,1222,1489,6
2937,0,1961,2789,2
2568,0,1616,1414,2
2669,0,1304,1173,2
2714,0,1383,2188,2
3025,0,1318,997,2
2981,0,2751,469,2
2133,0,607,60,4
2993,0,258,1301,2
2822,0,2971,2554,2
3064,0,5958,4086,2
2990,1,295,1451,2
3295,1,953,2489,2
2941,0,466,892,1
3310,0,1907,1781,1
3489,0,1465,1900,7
3100,0,6148,2292,1
2168,0,1574,162,4
3114,1,1956,735,2
2797,1,2916,1528,2
3194,0,3284,3271,2
3070,0,1565,1110,1
2740,0,1357,2553,2
3031,0,5643,1987,2
2753,0,1677,2632,5
3258,0,5786,1302,1
3079,1,3170,721,2
3100,0,2323,2040,1
2860,0,570,1271,2
3124,0,1261,1095,1
3191,0,1499,2499,2
2732,0,120,1477,5
2936,1,2263,2003,2
3027,0,4049,3826,1
2807,0,1355,1860,2
2692,0,589,42,3
2887,0,3303,2644,2
3160,0,268,1146,1
2562,0,175,759,2
2520,0,258,1500,2
3251,0,2989,503,1
2372,0,1140,1032,6
3028,0,2831,1158,2
3317,1,2368,1931,1
1988,0,85,674,3
3349,1,1952,2402,2
3027,0,3211,1734,2
3175,0,1260,1348,1
3181,0,5313,2942,2
3455,0,2381,1848,1
2958,1,1140,458,2
3061,0,3697,212,2
3293,0,3709,1624,7
3205,0,5734,3102,2
2988,0,2981,1570,2
2475,0,914,618,6
3157,0,5723,3217,2
2959,0,3716,5623,2
2717,0,1935,6121,2
2759,0,1256,1421,2
3092,0,1587,488,2
3157,0,5168,983,2
3108,1,2206,2300,1
3279,0,1167,2391,1
2972,0,3948,1980,2
2735,0,1266,1714,2
2943,1,1430,552,1
3242,0,4742,1114,2
2782,1,3314,1638,2
3237,0,3918,2165,1
3189,0,1873,648,1
2334,0,0,800,3
2917,0,4281,4388,2
2982,0,3974,2236,2
3111,0,1924,450,1
3325,0,3375,379,1
2968,0,5312,2185,1
3378,0,1276,834,1
3252,1,3331,1295,2
2956,0,2147,726,1
2612,0,1698,658,2
3155,0,3329,4032,1
2882,0,1320,930,2
2657,0,1800,1095,1
3201,0,4094,1716,1
3204,0,5749,927,1
2941,0,3276,782,2
3267,0,2353,1772,2
2814,0,3207,6596,2
3066,0,4832,3121,1
3466,0,5258,4080,7
3432,0,2010,1891,1
3377,1,2270,3480,1
2923,0,3373,2761,2
3095,0,1328,2123,2
2745,0,2496,2155,3
3215,0,1092,1928,1
2746,0,702,2155,1
2694,0,1289,2160,2
2905,0,3336,2418,2
2978,0,751,1729,2
3152,0,3886,3255,1
3086,0,3788,3912,1
3246,1,4260,618,1
2911,0,4819,1729,5
2925,0,330,450,1
2736,0,2255,2380,3
3384,0,2247,1956,7
2711,0,1222,3056,2
3026,0,3239,277,1
3237,0,1798,1146,1
2181,0,1084,1211,4
2870,0,2449,2673,1
3085,0,2324,1150,2
3058,0,1455,570,1
2997,0,4677,3551,2
2864,0,4055,2820,2
2801,0,1890,2230,2
2745,0,2530,6820,1
2853,0,2900,3939,2
2828,0,3064,417,2
2775,0,2821,4712,2
2295,0,962,1233,6
